1237	-6381	-3554	-7891	-8197	9512	-4680	3147	3220	514	
9032	-5605	4239	3533	5018	-4606	-141	-4835	8189	-6367	
1763	-3010	7115	4334	5374	-6247	-6650	8336	2372	3231	
-9507	5430	9873	-4107	7406	-4747	-8498	-3364	1989	-7651	
-8291	4636	7491	3798	3602	4301	26	-1988	1506	-3710	
8500	2356	-9645	5330	820	458	498	-3740	6388	-5111	
-3548	-5258	-7411	1686	7188	1866	-2347	457	2379	6542	
3107	-7000	190	-8153	-2546	-1982	-9439	-4295	-5325	-955	
-2470	-9164	7317	-9635	-8720	-8129	-1121	3530	-6975	5690	
-8987	-420	-4109	8307	-9495	8750	-734	6279	-9095	-4164	
-3272	-5166	2741	-8862	-4773	9749	-5330	2610	-1215	-1149	
8970	-3407	-9154	-3416	5028	-1905	6782	-8938	6161	9058	
-6066	2510	9405	5854	7252	-7513	-8300	8659	6367	-3106	
-420	-3102	-7432	-2757	2432	8445	-7560	-965	-4537	-7557	
-3340	1055	-2589	3316	-1964	-2703	-2458	-5281	-6463	-2386	
-5331	-6874	2108	5364	-1535	-222	-7957	7529	6867	-1319	
-6770	1221	1220	-3760	6800	6526	-2169	8526	5273	-370	
3998	-3056	6944	-8637	-9152	-4126	30	-3902	3229	3328	
-7682	-295	-2120	9322	9328	-7680	3635	3069	-1156	2251	
9161	-7116	-4524	3695	4244	-7558	2243	4558	-1105	5546	
8961	-8383	8117	-8987	-4248	3265	6664	7663	1441	-2735	
1326	8935	-3080	7372	-5866	-8223	-1330	4295	6808	6338	
8268	8930	-2053	-329	277	-3216	1616	-7309	-4203	-6528	
-9957	707	-9418	-3448	7473	-3185	17	-6387	-4003	-2385	
-1023	-3374	-2051	-3353	-8525	3546	9962	2369	1657	-7653	
8245	9542	3646	5281	-3956	-6408	-5931	4188	-6149	3663	
5770	7528	6704	2862	-9350	-8201	6583	5697	2270	-7747	
6596	5813	-8799	5783	8975	-5708	1619	-5960	-232	-7044	
-9289	-7310	4460	763	-3561	5502	7969	-9718	8183	3496	
-5605	-2110	2343	3897	-2767	9663	9041	-2174	5577	-1584	
243	-6621	960	1527	-6393	-7755	6886	5347	-9603	5594	
38	6376	3050	3679	-5405	568	-4519	-1718	9917	-9728	
7872	-954	6227	8513	4366	3368	1219	-7030	9761	-6754	
-7635	1711	-6892	6803	-8267	-7353	-8363	6081	-4569	-2745	
-2924	-2669	-3755	-233	-9161	6870	-2660	-2738	-9046	1180	
613	2288	-748	-5620	-2809	-9664	4710	-6391	9513	8322	
844	-2723	-347	5074	-1371	8930	-7351	9307	-1232	-4818	
4599	-5611	-6596	9464	2411	-2402	-4510	-4405	3645	563	
-6866	-8858	-6916	8108	-2249	2061	2907	-7086	-3344	-6832	
-3000	-5923	7703	-1931	-5673	8462	-9269	-9884	1053	-7323	
-9093	3536	2456	6656	6554	-5539	2540	-5807	-6386	9362	
5384	-3013	2215	-5091	-3641	1513	-5395	9437	1107	-3573	
-462	3568	6276	3918	-154	-4135	8037	-9930	-1079	-19	
8824	6874	-3332	-9317	-3504	-8324	-623	9110	-2597	-8508	
9024	4832	-189	-9063	-3429	-6188	5386	8795	-9735	1904	
-909	-673	3791	-5155	3936	-3928	-5443	-8099	3797	-2113	
